ID_Article,Title,Corps_Textee,URL_Source,Nb_Partages,Etiquette
380,Election Results Announced 58,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,518,Real
381,ALIENS LANDED IN TEXAS! 50,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,359,Fake
382,Government Hiding The Truth! 19,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,9152,Fake
383,Economy Grows by 2% 4,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,408,Real
384,Election Results Announced 51,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,721,Real
385,New Park Opens in City 48,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,911,Real
386,SHOCKING REVELATION!!! 49,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,353,Fake
387,Election Results Announced 3,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,1249,Real
388,ALIENS LANDED IN TEXAS! 24,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,2219,Fake
389,ALIENS LANDED IN TEXAS! 92,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,1000000,Fake
390,ALIENS LANDED IN TEXAS! 96,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,5323,Fake
391,Government Hiding The Truth! 60,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,2125,Fake
392,YOU WON'T BELIEVE THIS TRICK! 24,This is a shocking revelation that they don't want you to know...,truthseeker.org,10601,Fake
393,Scientists Discover New Species 95,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,737,Real
394,YOU WON'T BELIEVE THIS TRICK! 45,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,,4426,Fake
395,Election Results Announced 89,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,1139,Real
396,Government Hiding The Truth! 52,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,308,Fake
397,SHOCKING REVELATION!!! 46,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,6353,Fake
398,You Won't Believe This Trick! 22,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,1643,Fake
399,Scientists Discover New Species 98,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,390,Real
400,Election Results Announced 11,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,1051,Real
401,Election Results Announced 4,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,2918,Real
402,Scientists Discover New Species 62,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,503,Real
403,Economy Grows by 2% 24,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,1782,Real
404,New Park Opens in City 38,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,116,Real
405,New Park Opens in City 12,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,2244,Real
406,You Won't Believe This Trick! 92,This is a shocking revelation that they don't want you to know...,freedom-eagle.info,2785,Fake
407,SHOCKING REVELATION!!! 64,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,463,Fake
408,Scientists Discover New Species 87,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,1676,Real
409,Scientists Discover New Species 48,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,2917,Real
410,Election Results Announced 28,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,427,Real
411,You Won't Believe This Trick! 69,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,8114,Fake
412,Election Results Announced 84,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,2047,Real
413,Economy Grows by 2% 26,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,1118,Real
414,GOVERNMENT HIDING THE TRUTH! 31,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,1209,Fake
415,Government Hiding The Truth! 69,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,3413,Fake
416,SHOCKING REVELATION!!! 41,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,2117,Fake
417,You Won't Believe This Trick! 3,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,5860,Fake
418,New Park Opens in City 45,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,313,Real
419,YOU WON'T BELIEVE THIS TRICK! 83,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,4091,Fake
420,New Park Opens in City 16,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,709,Real
421,New Park Opens in City 63,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,789,Real
422,Economy Grows by 2% 77,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,201,Real
423,ALIENS LANDED IN TEXAS! 75,This is a shocking revelation that they don't want you to know...,freedom-eagle.info,626,Fake
424,Scientists Discover New Species 97,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,1948,Real
425,ALIENS LANDED IN TEXAS! 33,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,6878,Fake
426,Economy Grows by 2% 68,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,749,Real
427,New Park Opens in City 38,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,655,Real
428,Election Results Announced 79,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,2144,Real
429,New Park Opens in City 38,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,312,Real
430,Scientists Discover New Species 60,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,225,Real
431,Economy Grows by 2% 21,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,712,Real
432,New Park Opens in City 46,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,2047,Real
433,Scientists Discover New Species 44,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,984,Real
434,Scientists Discover New Species 38,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,2675,Real
435,New Park Opens in City 60,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,550,Real
436,SHOCKING REVELATION!!! 12,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,dailybuzz.net,2756,Fake
437,New Park Opens in City 8,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,4,Real
438,Scientists Discover New Species 28,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,962,Real
439,Government Hiding The Truth! 71,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,12,Fake
440,GOVERNMENT HIDING THE TRUTH! 19,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,3473,Fake
441,Election Results Announced 93,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,1449,Real
442,Scientists Discover New Species 45,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,3407,Real
443,Election Results Announced 72,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,782,Real
444,Scientists Discover New Species 32,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,353,Real
445,Economy Grows by 2% 14,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,3,Real
446,New Park Opens in City 71,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,659,Real
447,Scientists Discover New Species 1,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,173,Real
448,Election Results Announced 50,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,1758,Real
449,GOVERNMENT HIDING THE TRUTH! 50,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,5264,Fake
450,Economy Grows by 2% 60,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,1516,Real
451,New Park Opens in City 13,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,2435,Real
452,Economy Grows by 2% 43,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,50,Real
453,Scientists Discover New Species 52,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,455,Real
454,You Won't Believe This Trick! 76,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,3172,Fake
455,GOVERNMENT HIDING THE TRUTH! 2,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,3044,Fake
456,Election Results Announced 60,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,769,Real
457,Economy Grows by 2% 12,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,1095,Real
458,ALIENS LANDED IN TEXAS! 20,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,5857,Fake
459,SHOCKING REVELATION!!! 99,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,4393,Fake
460,You Won't Believe This Trick! 21,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,966,Fake
461,Economy Grows by 2% 42,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,780,Real
462,Election Results Announced 85,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,910,Real
463,Election Results Announced 79,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,1584,Real
464,ALIENS LANDED IN TEXAS! 17,This is a shocking revelation that they don't want you to know...,freedom-eagle.info,7588,Fake
465,Economy Grows by 2% 13,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,856,Real
466,ALIENS LANDED IN TEXAS! 74,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,4692,Fake
467,SHOCKING REVELATION!!! 91,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,2446,Fake
468,Economy Grows by 2% 24,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,2497,Real
469,SHOCKING REVELATION!!! 32,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,truthseeker.org,3171,Fake
470,You Won't Believe This Trick! 92,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,4646,Fake
471,Economy Grows by 2% 34,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,1637,Real
472,New Park Opens in City 28,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,3307,Real
473,Scientists Discover New Species 13,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,720,Real
474,New Park Opens in City 61,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,112,Real
475,Economy Grows by 2% 25,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,670,Real
476,You Won't Believe This Trick! 87,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,6524,Fake
477,Election Results Announced 74,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,4487,Real
478,Scientists Discover New Species 12,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,864,Real
479,Economy Grows by 2% 70,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,402,Real
480,You Won't Believe This Trick! 48,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,503,Fake
481,Election Results Announced 20,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,234,Real
482,Government Hiding The Truth! 44,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,296,Fake
483,Election Results Announced 86,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,268,Real
484,ALIENS LANDED IN TEXAS! 45,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,1874,Fake
485,Economy Grows by 2% 48,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,1704,Real
486,Economy Grows by 2% 96,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,1603,Real
487,New Park Opens in City 83,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,1141,Real
488,ALIENS LANDED IN TEXAS! 94,This is a shocking revelation that they don't want you to know...,freedom-eagle.info,1726,Fake
489,Election Results Announced 96,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,1007,Real
490,New Park Opens in City 80,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,9,Real
491,Election Results Announced 56,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,287,Real
492,Election Results Announced 72,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,2572,Real
493,Government Hiding The Truth! 94,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,,33,Fake
494,SHOCKING REVELATION!!! 15,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,1056,Fake
495,Election Results Announced 40,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,107,Real
496,Scientists Discover New Species 58,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,609,Real
497,SHOCKING REVELATION!!! 98,This is a shocking revelation that they don't want you to know...,truthseeker.org,12008,Fake
498,SHOCKING REVELATION!!! 92,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,3121,Fake
499,You Won't Believe This Trick! 62,This is a shocking revelation that they don't want you to know...,dailybuzz.net,8135,Fake
500,Scientists Discover New Species 4,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,2946,Real
501,Scientists Discover New Species 87,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,142,Real
502,New Park Opens in City 52,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,346,Real
503,New Park Opens in City 38,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",cnn.com,1362,Real
504,Election Results Announced 72,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,217,Real
505,Economy Grows by 2% 25,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,249,Real
506,Economy Grows by 2% 89,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,209,Real
507,SHOCKING REVELATION!!! 58,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,854,Fake
508,New Park Opens in City 22,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,509,Real
509,Economy Grows by 2% 10,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,79,Real
510,Election Results Announced 77,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,1428,Real
511,New Park Opens in City 84,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,2310,Real
512,You Won't Believe This Trick! 2,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,clickme.xyz,465,Fake
513,New Park Opens in City 17,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,151,Real
514,Scientists Discover New Species 12,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",reuters.com,2016,Real
515,Economy Grows by 2% 3,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,197,Real
516,SHOCKING REVELATION!!! 77,This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...This is a shocking revelation that they don't want you to know...,freedom-eagle.info,4743,Fake
517,Economy Grows by 2% 22,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,754,Real
518,New Park Opens in City 8,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",nytimes.com,150,Real
519,Scientists Discover New Species 55,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,265,Real
520,Election Results Announced 51,"According to recent reports, the situation is developing as expected...According to recent reports, the situation is developing as expected...",bbc.com,853,Real
